"","Partno","Judgment2","Word Pair","Judged Value"
"236",15,"Semantic","Glove...Ball",15
"237",16,"Semantic","Glove...Ball",50
"238",17,"Semantic","Glove...Ball",30
"239",18,"Semantic","Glove...Ball",75
"240",19,"Semantic","Glove...Ball",20
"241",20,"Semantic","Glove...Ball",40
"242",21,"Semantic","Glove...Ball",20
"243",22,"Semantic","Glove...Ball",85
"244",23,"Semantic","Glove...Ball",45
"245",24,"Semantic","Glove...Ball",24
"246",25,"Semantic","Glove...Ball",47
"247",26,"Semantic","Glove...Ball",75
"248",27,"Semantic","Glove...Ball",90
"249",28,"Semantic","Glove...Ball",50
"250",29,"Semantic","Glove...Ball",30
"251",30,"Semantic","Glove...Ball",75
"252",31,"Semantic","Glove...Ball",NA
"253",32,"Semantic","Glove...Ball",75
"254",33,"Semantic","Glove...Ball",60
"255",34,"Semantic","Glove...Ball",50
"256",35,"Semantic","Glove...Ball",25
"257",36,"Semantic","Glove...Ball",80
"258",37,"Semantic","Glove...Ball",70
"259",38,"Semantic","Glove...Ball",100
"260",39,"Semantic","Glove...Ball",50
"261",40,"Semantic","Glove...Ball",70
"262",41,"Semantic","Glove...Ball",99
"263",42,"Semantic","Glove...Ball",60
"264",43,"Semantic","Glove...Ball",NA
"265",44,"Semantic","Glove...Ball",100
"266",45,"Semantic","Glove...Ball",15
"267",46,"Semantic","Glove...Ball",40
"268",47,"Semantic","Glove...Ball",75
"269",48,"Semantic","Glove...Ball",65
"270",49,"Semantic","Glove...Ball",30
"271",50,"Semantic","Glove...Ball",50
"272",51,"Semantic","Glove...Ball",50
"273",52,"Semantic","Glove...Ball",60
"274",53,"Semantic","Glove...Ball",70
"275",54,"Semantic","Glove...Ball",90
"276",55,"Semantic","Glove...Ball",30
"277",56,"Semantic","Glove...Ball",60
"278",57,"Semantic","Glove...Ball",40
"279",58,"Semantic","Glove...Ball",30
"280",59,"Semantic","Glove...Ball",40
"281",60,"Semantic","Glove...Ball",60
"282",61,"Semantic","Glove...Ball",42
"283",62,"Semantic","Glove...Ball",100
"284",63,"Semantic","Glove...Ball",70
"285",64,"Semantic","Glove...Ball",20
"286",65,"Semantic","Glove...Ball",50
"287",66,"Semantic","Glove...Ball",50
"288",67,"Semantic","Glove...Ball",70
"289",68,"Semantic","Glove...Ball",40
"290",69,"Semantic","Glove...Ball",75
"291",70,"Semantic","Glove...Ball",65
"292",71,"Semantic","Glove...Ball",90
"293",72,"Semantic","Glove...Ball",0
"294",73,"Semantic","Glove...Ball",30
"295",74,"Semantic","Glove...Ball",90
"296",75,"Semantic","Glove...Ball",50
"297",76,"Semantic","Glove...Ball",100
"298",77,"Semantic","Glove...Ball",5
"299",78,"Semantic","Glove...Ball",5
"300",79,"Associative","Glove...Ball",75
"301",80,"Associative","Glove...Ball",70
"302",81,"Associative","Glove...Ball",20
"303",82,"Associative","Glove...Ball",55
"304",83,"Associative","Glove...Ball",15
"305",84,"Associative","Glove...Ball",40
"306",85,"Associative","Glove...Ball",50
"307",86,"Associative","Glove...Ball",NA
"308",87,"Associative","Glove...Ball",100
"309",88,"Associative","Glove...Ball",50
"310",89,"Associative","Glove...Ball",50
"311",90,"Associative","Glove...Ball",NA
"312",91,"Associative","Glove...Ball",75
"313",92,"Associative","Glove...Ball",0
"314",93,"Associative","Glove...Ball",15
"315",94,"Associative","Glove...Ball",100
"316",95,"Associative","Glove...Ball",80
"317",96,"Associative","Glove...Ball",75
"318",97,"Associative","Glove...Ball",20
"319",98,"Associative","Glove...Ball",70
"320",99,"Associative","Glove...Ball",86
"321",100,"Associative","Glove...Ball",50
"322",101,"Associative","Glove...Ball",95
"323",102,"Associative","Glove...Ball",0
"324",103,"Associative","Glove...Ball",80
"325",104,"Associative","Glove...Ball",50
"326",105,"Associative","Glove...Ball",50
"327",106,"Associative","Glove...Ball",85
"328",107,"Associative","Glove...Ball",95
"329",108,"Associative","Glove...Ball",45
"330",109,"Associative","Glove...Ball",65
"331",110,"Associative","Glove...Ball",86
"332",111,"Associative","Glove...Ball",40
"333",112,"Associative","Glove...Ball",60
"334",113,"Associative","Glove...Ball",93
"335",114,"Associative","Glove...Ball",NA
"336",115,"Associative","Glove...Ball",70
"337",116,"Associative","Glove...Ball",50
"338",117,"Associative","Glove...Ball",45
"339",118,"Associative","Glove...Ball",90
"340",119,"Associative","Glove...Ball",30
"341",120,"Associative","Glove...Ball",NA
"342",121,"Associative","Glove...Ball",60
"343",122,"Associative","Glove...Ball",50
"344",123,"Associative","Glove...Ball",35
"345",124,"Associative","Glove...Ball",40
"346",125,"Associative","Glove...Ball",25
"347",126,"Associative","Glove...Ball",45
"348",127,"Associative","Glove...Ball",55
"349",128,"Associative","Glove...Ball",0
"350",129,"Associative","Glove...Ball",30
"351",130,"Associative","Glove...Ball",10
"352",131,"Associative","Glove...Ball",75
"353",132,"Associative","Glove...Ball",75
"354",133,"Associative","Glove...Ball",10
"355",314,"Associative","Glove...Ball",40
"356",135,"Associative","Glove...Ball",70
"357",136,"Associative","Glove...Ball",60
"358",137,"Associative","Glove...Ball",90
"359",138,"Associative","Glove...Ball",50
"360",139,"Associative","Glove...Ball",67
"361",140,"Associative","Glove...Ball",90
"362",141,"Associative","Glove...Ball",60
"363",142,"Associative","Glove...Ball",45
"364",143,"Associative","Glove...Ball",50
"365",144,"Associative","Glove...Ball",NA
"366",145,"Associative","Glove...Ball",85
"367",146,"Associative","Glove...Ball",90
"368",147,"Thematic","Glove...Ball",50
"369",148,"Thematic","Glove...Ball",60
"370",149,"Thematic","Glove...Ball",50
"371",150,"Thematic","Glove...Ball",65
"372",151,"Thematic","Glove...Ball",56
"373",152,"Thematic","Glove...Ball",67
"374",153,"Thematic","Glove...Ball",80
"375",154,"Thematic","Glove...Ball",95
"376",155,"Thematic","Glove...Ball",60
"377",156,"Thematic","Glove...Ball",90
"378",157,"Thematic","Glove...Ball",80
"379",158,"Thematic","Glove...Ball",80
"380",159,"Thematic","Glove...Ball",85
"381",160,"Thematic","Glove...Ball",95
"382",161,"Thematic","Glove...Ball",62
"383",162,"Thematic","Glove...Ball",100
"384",163,"Thematic","Glove...Ball",80
"385",164,"Thematic","Glove...Ball",25
"386",165,"Thematic","Glove...Ball",10
"387",166,"Thematic","Glove...Ball",100
"388",167,"Thematic","Glove...Ball",90
"389",168,"Thematic","Glove...Ball",38
"390",169,"Thematic","Glove...Ball",90
"391",170,"Thematic","Glove...Ball",80
"392",171,"Thematic","Glove...Ball",25
"393",172,"Thematic","Glove...Ball",50
"394",173,"Thematic","Glove...Ball",95
"395",174,"Thematic","Glove...Ball",20
"396",175,"Thematic","Glove...Ball",100
"397",176,"Thematic","Glove...Ball",100
"398",177,"Thematic","Glove...Ball",50
"399",178,"Thematic","Glove...Ball",100
"400",179,"Thematic","Glove...Ball",80
"401",180,"Thematic","Glove...Ball",100
"402",181,"Thematic","Glove...Ball",70
"403",182,"Thematic","Glove...Ball",80
"404",183,"Thematic","Glove...Ball",75
"405",184,"Thematic","Glove...Ball",20
"406",185,"Thematic","Glove...Ball",50
"407",186,"Thematic","Glove...Ball",95
"408",187,"Thematic","Glove...Ball",100
"409",188,"Thematic","Glove...Ball",60
"410",189,"Thematic","Glove...Ball",95
"411",190,"Thematic","Glove...Ball",70
"412",191,"Thematic","Glove...Ball",60
"413",192,"Thematic","Glove...Ball",90
"414",193,"Thematic","Glove...Ball",85
"415",194,"Thematic","Glove...Ball",90
"416",195,"Thematic","Glove...Ball",100
"417",196,"Thematic","Glove...Ball",75
"418",197,"Thematic","Glove...Ball",NA
"419",198,"Thematic","Glove...Ball",60
"420",199,"Thematic","Glove...Ball",80
"421",200,"Thematic","Glove...Ball",95
"422",201,"Thematic","Glove...Ball",60
"423",202,"Thematic","Glove...Ball",90
"424",203,"Thematic","Glove...Ball",100
"425",204,"Thematic","Glove...Ball",75
"426",205,"Thematic","Glove...Ball",100
"427",206,"Thematic","Glove...Ball",90
"428",207,"Thematic","Glove...Ball",80
"429",208,"Thematic","Glove...Ball",80
"430",209,"Thematic","Glove...Ball",100
"431",210,"Thematic","Glove...Ball",75
"432",211,"Thematic","Glove...Ball",80
"433",212,"Thematic","Glove...Ball",90
"434",213,"Thematic","Glove...Ball",66
"435",214,"Thematic","Glove...Ball",50
"436",215,"Thematic","Glove...Ball",80
"437",216,"Thematic","Glove...Ball",95
"438",217,"Thematic","Glove...Ball",90
"439",218,"Thematic","Glove...Ball",100
"440",219,"Thematic","Glove...Ball",80
"441",220,"Thematic","Glove...Ball",75
"442",221,"Thematic","Glove...Ball",60
"443",1,"Semantic","Cake...Walk",0
"444",2,"Semantic","Cake...Walk",35
"445",3,"Semantic","Cake...Walk",0
"446",4,"Semantic","Cake...Walk",20
"447",5,"Semantic","Cake...Walk",NA
"448",6,"Semantic","Cake...Walk",1
"449",7,"Semantic","Cake...Walk",18
"450",8,"Semantic","Cake...Walk",1
"451",9,"Semantic","Cake...Walk",0
"452",10,"Semantic","Cake...Walk",10
"453",11,"Semantic","Cake...Walk",30
"454",12,"Semantic","Cake...Walk",2
"455",13,"Semantic","Cake...Walk",5
"456",14,"Semantic","Cake...Walk",2
"457",15,"Semantic","Cake...Walk",25
"458",16,"Semantic","Cake...Walk",30
"459",17,"Semantic","Cake...Walk",30
"460",18,"Semantic","Cake...Walk",5
"461",19,"Semantic","Cake...Walk",20
"462",20,"Semantic","Cake...Walk",0
"463",21,"Semantic","Cake...Walk",20
"464",22,"Semantic","Cake...Walk",70
"465",23,"Semantic","Cake...Walk",10
"466",24,"Semantic","Cake...Walk",11
"467",25,"Semantic","Cake...Walk",23
"468",26,"Semantic","Cake...Walk",15
"469",27,"Semantic","Cake...Walk",20
"470",28,"Semantic","Cake...Walk",10
"471",29,"Semantic","Cake...Walk",0
"472",30,"Semantic","Cake...Walk",75
"473",31,"Semantic","Cake...Walk",NA
"474",32,"Semantic","Cake...Walk",0
"475",33,"Semantic","Cake...Walk",10
"476",34,"Semantic","Cake...Walk",42
"477",35,"Semantic","Cake...Walk",15
"478",36,"Semantic","Cake...Walk",10
"479",37,"Semantic","Cake...Walk",60
"480",38,"Semantic","Cake...Walk",60
"481",39,"Semantic","Cake...Walk",0
"482",40,"Semantic","Cake...Walk",20
"483",41,"Semantic","Cake...Walk",50
"484",42,"Semantic","Cake...Walk",50
"485",43,"Semantic","Cake...Walk",NA
"486",44,"Semantic","Cake...Walk",0
"487",45,"Semantic","Cake...Walk",0
"488",46,"Semantic","Cake...Walk",40
"489",47,"Semantic","Cake...Walk",40
"490",48,"Semantic","Cake...Walk",65
"491",49,"Semantic","Cake...Walk",0
"492",50,"Semantic","Cake...Walk",5
"493",51,"Semantic","Cake...Walk",0
"494",52,"Semantic","Cake...Walk",50
"495",53,"Semantic","Cake...Walk",60
"496",54,"Semantic","Cake...Walk",1
"497",55,"Semantic","Cake...Walk",20
"498",56,"Semantic","Cake...Walk",20
"499",57,"Semantic","Cake...Walk",40
"500",58,"Semantic","Cake...Walk",20
"501",59,"Semantic","Cake...Walk",15
"502",60,"Semantic","Cake...Walk",10
"503",61,"Semantic","Cake...Walk",2
"504",62,"Semantic","Cake...Walk",75
"505",63,"Semantic","Cake...Walk",60
"506",64,"Semantic","Cake...Walk",20
"507",65,"Semantic","Cake...Walk",80
"508",66,"Semantic","Cake...Walk",30
"509",67,"Semantic","Cake...Walk",30
"510",68,"Semantic","Cake...Walk",10
"511",69,"Semantic","Cake...Walk",25
"512",70,"Semantic","Cake...Walk",30
"513",71,"Semantic","Cake...Walk",90
"514",72,"Semantic","Cake...Walk",0
"515",73,"Semantic","Cake...Walk",5
"516",74,"Semantic","Cake...Walk",0
"517",75,"Semantic","Cake...Walk",2
"518",76,"Semantic","Cake...Walk",0
"519",77,"Semantic","Cake...Walk",0
"520",78,"Semantic","Cake...Walk",5
"521",79,"Associative","Cake...Walk",35
"522",80,"Associative","Cake...Walk",40
"523",81,"Associative","Cake...Walk",5
"524",82,"Associative","Cake...Walk",45
"525",83,"Associative","Cake...Walk",60
"526",84,"Associative","Cake...Walk",80
"527",85,"Associative","Cake...Walk",60
"528",86,"Associative","Cake...Walk",NA
"529",87,"Associative","Cake...Walk",40
"530",88,"Associative","Cake...Walk",50
"531",89,"Associative","Cake...Walk",50
"532",90,"Associative","Cake...Walk",NA
"533",91,"Associative","Cake...Walk",10
"534",92,"Associative","Cake...Walk",98
"535",93,"Associative","Cake...Walk",99
"536",94,"Associative","Cake...Walk",100
"537",95,"Associative","Cake...Walk",85
"538",96,"Associative","Cake...Walk",25
"539",97,"Associative","Cake...Walk",20
"540",98,"Associative","Cake...Walk",80
"541",99,"Associative","Cake...Walk",67
"542",100,"Associative","Cake...Walk",40
"543",101,"Associative","Cake...Walk",100
"544",102,"Associative","Cake...Walk",0
"545",103,"Associative","Cake...Walk",55
"546",104,"Associative","Cake...Walk",100
"547",105,"Associative","Cake...Walk",50
"548",106,"Associative","Cake...Walk",60
"549",107,"Associative","Cake...Walk",75
"550",108,"Associative","Cake...Walk",45
"551",109,"Associative","Cake...Walk",25
"552",110,"Associative","Cake...Walk",45
"553",111,"Associative","Cake...Walk",20
"554",112,"Associative","Cake...Walk",20
"555",113,"Associative","Cake...Walk",80
"556",114,"Associative","Cake...Walk",NA
"557",115,"Associative","Cake...Walk",30
"558",116,"Associative","Cake...Walk",35
"559",117,"Associative","Cake...Walk",40
"560",118,"Associative","Cake...Walk",90
"561",119,"Associative","Cake...Walk",64
"562",120,"Associative","Cake...Walk",NA
"563",121,"Associative","Cake...Walk",20
"564",122,"Associative","Cake...Walk",10
"565",123,"Associative","Cake...Walk",5
"566",124,"Associative","Cake...Walk",30
"567",125,"Associative","Cake...Walk",10
"568",126,"Associative","Cake...Walk",45
"569",127,"Associative","Cake...Walk",8
"570",128,"Associative","Cake...Walk",0
"571",129,"Associative","Cake...Walk",40
"572",130,"Associative","Cake...Walk",10
"573",131,"Associative","Cake...Walk",10
"574",132,"Associative","Cake...Walk",80
"575",133,"Associative","Cake...Walk",35
"576",314,"Associative","Cake...Walk",20
"577",135,"Associative","Cake...Walk",75
"578",136,"Associative","Cake...Walk",60
"579",137,"Associative","Cake...Walk",60
"580",138,"Associative","Cake...Walk",25
"581",139,"Associative","Cake...Walk",67
"582",140,"Associative","Cake...Walk",80
"583",141,"Associative","Cake...Walk",90
"584",142,"Associative","Cake...Walk",45
"585",143,"Associative","Cake...Walk",100
"586",144,"Associative","Cake...Walk",NA
"587",145,"Associative","Cake...Walk",85
"588",146,"Associative","Cake...Walk",60
"589",147,"Thematic","Cake...Walk",20
"590",148,"Thematic","Cake...Walk",10
"591",149,"Thematic","Cake...Walk",50
"592",150,"Thematic","Cake...Walk",50
"593",151,"Thematic","Cake...Walk",76
"594",152,"Thematic","Cake...Walk",67
"595",153,"Thematic","Cake...Walk",2
"596",154,"Thematic","Cake...Walk",0
"597",155,"Thematic","Cake...Walk",50
"598",156,"Thematic","Cake...Walk",50
"599",157,"Thematic","Cake...Walk",80
"600",158,"Thematic","Cake...Walk",50
"601",159,"Thematic","Cake...Walk",0
"602",160,"Thematic","Cake...Walk",50
"603",161,"Thematic","Cake...Walk",95
"604",162,"Thematic","Cake...Walk",40
"605",163,"Thematic","Cake...Walk",80
"606",164,"Thematic","Cake...Walk",25
"607",165,"Thematic","Cake...Walk",60
"608",166,"Thematic","Cake...Walk",0
"609",167,"Thematic","Cake...Walk",80
"610",168,"Thematic","Cake...Walk",84
"611",169,"Thematic","Cake...Walk",10
"612",170,"Thematic","Cake...Walk",60
"613",171,"Thematic","Cake...Walk",10
"614",172,"Thematic","Cake...Walk",0
"615",173,"Thematic","Cake...Walk",70
"616",174,"Thematic","Cake...Walk",20
"617",175,"Thematic","Cake...Walk",0
"618",176,"Thematic","Cake...Walk",50
"619",177,"Thematic","Cake...Walk",50
"620",178,"Thematic","Cake...Walk",0
"621",179,"Thematic","Cake...Walk",50
"622",180,"Thematic","Cake...Walk",89
"623",181,"Thematic","Cake...Walk",20
"624",182,"Thematic","Cake...Walk",100
"625",183,"Thematic","Cake...Walk",55
"626",184,"Thematic","Cake...Walk",30
"627",185,"Thematic","Cake...Walk",10
"628",186,"Thematic","Cake...Walk",65
"629",187,"Thematic","Cake...Walk",50
"630",188,"Thematic","Cake...Walk",35
"631",189,"Thematic","Cake...Walk",35
"632",190,"Thematic","Cake...Walk",10
"633",191,"Thematic","Cake...Walk",80
"634",192,"Thematic","Cake...Walk",10
"635",193,"Thematic","Cake...Walk",20
"636",194,"Thematic","Cake...Walk",20
"637",195,"Thematic","Cake...Walk",50
"638",196,"Thematic","Cake...Walk",10
"639",197,"Thematic","Cake...Walk",34
"640",198,"Thematic","Cake...Walk",20
"641",199,"Thematic","Cake...Walk",30
"642",200,"Thematic","Cake...Walk",75
"643",201,"Thematic","Cake...Walk",10
"644",202,"Thematic","Cake...Walk",90
"645",203,"Thematic","Cake...Walk",50
"646",204,"Thematic","Cake...Walk",20
"647",205,"Thematic","Cake...Walk",40
"648",206,"Thematic","Cake...Walk",50
"649",207,"Thematic","Cake...Walk",60
"650",208,"Thematic","Cake...Walk",70
"651",209,"Thematic","Cake...Walk",100
"652",210,"Thematic","Cake...Walk",15
"653",211,"Thematic","Cake...Walk",35
"654",212,"Thematic","Cake...Walk",90
"655",213,"Thematic","Cake...Walk",18
"656",214,"Thematic","Cake...Walk",0
"657",215,"Thematic","Cake...Walk",40
"658",216,"Thematic","Cake...Walk",5
"659",217,"Thematic","Cake...Walk",5
"660",218,"Thematic","Cake...Walk",50
"661",219,"Thematic","Cake...Walk",60
"662",220,"Thematic","Cake...Walk",25
"663",221,"Thematic","Cake...Walk",20
"664",1,"Semantic","Liar...Thief",20
"665",2,"Semantic","Liar...Thief",75
"666",3,"Semantic","Liar...Thief",50
"667",4,"Semantic","Liar...Thief",30
"668",5,"Semantic","Liar...Thief",NA
"669",6,"Semantic","Liar...Thief",100
"670",7,"Semantic","Liar...Thief",65
"671",8,"Semantic","Liar...Thief",50
"672",9,"Semantic","Liar...Thief",30
"673",10,"Semantic","Liar...Thief",45
"674",11,"Semantic","Liar...Thief",100
"675",12,"Semantic","Liar...Thief",50
"676",13,"Semantic","Liar...Thief",15
"677",14,"Semantic","Liar...Thief",15
"678",15,"Semantic","Liar...Thief",15
"679",16,"Semantic","Liar...Thief",50
"680",17,"Semantic","Liar...Thief",30
"681",18,"Semantic","Liar...Thief",75
"682",19,"Semantic","Liar...Thief",22
"683",20,"Semantic","Liar...Thief",25
