"","Partno","Judgment","Word Pair","Judged Value"
"102",102,"Thematic","Find...keep",10
"103",103,"Thematic","Find...keep",55
"104",104,"Thematic","Find...keep",60
"105",105,"Thematic","Find...keep",50
"106",106,"Thematic","Find...keep",48
"107",107,"Thematic","Find...keep",25
"108",108,"Thematic","Find...keep",100
"109",109,"Thematic","Find...keep",65
"110",110,"Thematic","Find...keep",50
"111",111,"Thematic","Find...keep",100
"112",112,"Thematic","Find...keep",75
"113",113,"Thematic","Find...keep",85
"114",114,"Thematic","Find...keep",NA
"115",115,"Thematic","Find...keep",30
"116",116,"Thematic","Find...keep",60
"117",117,"Thematic","Find...keep",0
"118",118,"Thematic","Find...keep",90
"119",119,"Thematic","Find...keep",NA
"120",120,"Thematic","Find...keep",2
"121",121,"Thematic","Find...keep",100
"122",122,"Thematic","Find...keep",100
"123",123,"Thematic","Find...keep",70
"124",124,"Thematic","Find...keep",90
"125",125,"Thematic","Find...keep",40
"126",126,"Thematic","Find...keep",70
"127",127,"Thematic","Find...keep",75
"128",128,"Thematic","Find...keep",100
"129",129,"Thematic","Find...keep",0
"130",130,"Thematic","Find...keep",90
"131",131,"Thematic","Find...keep",80
"132",132,"Thematic","Find...keep",60
"133",133,"Thematic","Find...keep",70
"134",314,"Thematic","Find...keep",85
"135",135,"Thematic","Find...keep",80
"136",136,"Thematic","Find...keep",60
"137",137,"Thematic","Find...keep",60
"138",138,"Thematic","Find...keep",95
"139",139,"Thematic","Find...keep",34
"140",140,"Thematic","Find...keep",80
"141",141,"Thematic","Find...keep",60
"142",142,"Thematic","Find...keep",75
"143",143,"Thematic","Find...keep",100
"144",144,"Thematic","Find...keep",NA
"145",145,"Thematic","Find...keep",65
"146",146,"Thematic","Find...keep",10
"147",147,"Semantic","Find...keep",80
"148",148,"Semantic","Find...keep",60
"149",149,"Semantic","Find...keep",100
"150",150,"Semantic","Find...keep",70
"151",151,"Semantic","Find...keep",65
"152",152,"Semantic","Find...keep",78
"153",153,"Semantic","Find...keep",90
"154",154,"Semantic","Find...keep",90
"155",155,"Semantic","Find...keep",NA
"156",156,"Semantic","Find...keep",85
"157",157,"Semantic","Find...keep",80
"158",158,"Semantic","Find...keep",100
"159",159,"Semantic","Find...keep",20
"160",160,"Semantic","Find...keep",100
"161",161,"Semantic","Find...keep",92
"162",162,"Semantic","Find...keep",75
"163",163,"Semantic","Find...keep",60
"164",164,"Semantic","Find...keep",75
"165",165,"Semantic","Find...keep",40
"166",166,"Semantic","Find...keep",100
"167",167,"Semantic","Find...keep",80
"168",168,"Semantic","Find...keep",38
"169",169,"Semantic","Find...keep",100
"170",170,"Semantic","Find...keep",80
"171",171,"Semantic","Find...keep",40
"172",172,"Semantic","Find...keep",50
"173",173,"Semantic","Find...keep",95
"174",174,"Semantic","Find...keep",50
"175",175,"Semantic","Find...keep",70
"176",176,"Semantic","Find...keep",100
"177",177,"Semantic","Find...keep",100
"178",178,"Semantic","Find...keep",100
"179",179,"Semantic","Find...keep",60
"180",180,"Semantic","Find...keep",70
"181",181,"Semantic","Find...keep",70
"182",182,"Semantic","Find...keep",100
"183",183,"Semantic","Find...keep",85
"184",184,"Semantic","Find...keep",65
"185",185,"Semantic","Find...keep",20
"186",186,"Semantic","Find...keep",70
"187",187,"Semantic","Find...keep",40
"188",188,"Semantic","Find...keep",60
"189",189,"Semantic","Find...keep",70
"190",190,"Semantic","Find...keep",80
"191",191,"Semantic","Find...keep",60
"192",192,"Semantic","Find...keep",90
"193",193,"Semantic","Find...keep",80
"194",194,"Semantic","Find...keep",100
"195",195,"Semantic","Find...keep",75
"196",196,"Semantic","Find...keep",55
"197",197,"Semantic","Find...keep",NA
"198",198,"Semantic","Find...keep",60
"199",199,"Semantic","Find...keep",80
"200",200,"Semantic","Find...keep",75
"201",201,"Semantic","Find...keep",17
"202",202,"Semantic","Find...keep",90
"203",203,"Semantic","Find...keep",25
"204",204,"Semantic","Find...keep",40
"205",205,"Semantic","Find...keep",50
"206",206,"Semantic","Find...keep",30
"207",207,"Semantic","Find...keep",71
"208",208,"Semantic","Find...keep",60
"209",209,"Semantic","Find...keep",NA
"210",210,"Semantic","Find...keep",100
"211",211,"Semantic","Find...keep",80
"212",212,"Semantic","Find...keep",0
"213",213,"Semantic","Find...keep",87
"214",214,"Semantic","Find...keep",100
"215",215,"Semantic","Find...keep",80
"216",216,"Semantic","Find...keep",100
"217",217,"Semantic","Find...keep",70
"218",218,"Semantic","Find...keep",50
"219",219,"Semantic","Find...keep",60
"220",220,"Semantic","Find...keep",50
"221",221,"Semantic","Find...keep",60
"222",1,"Associative","Jail...Crime",60
"223",2,"Associative","Jail...Crime",100
"224",3,"Associative","Jail...Crime",50
"225",4,"Associative","Jail...Crime",90
"226",5,"Associative","Jail...Crime",NA
"227",6,"Associative","Jail...Crime",30
"228",7,"Associative","Jail...Crime",33
"229",8,"Associative","Jail...Crime",30
"230",9,"Associative","Jail...Crime",15
"231",10,"Associative","Jail...Crime",85
"232",11,"Associative","Jail...Crime",100
"233",12,"Associative","Jail...Crime",70
"234",13,"Associative","Jail...Crime",20
"235",14,"Associative","Jail...Crime",17
"236",15,"Associative","Jail...Crime",55
"237",16,"Associative","Jail...Crime",95
"238",17,"Associative","Jail...Crime",30
"239",18,"Associative","Jail...Crime",45
"240",19,"Associative","Jail...Crime",50
"241",20,"Associative","Jail...Crime",45
"242",21,"Associative","Jail...Crime",30
"243",22,"Associative","Jail...Crime",90
"244",23,"Associative","Jail...Crime",70
"245",24,"Associative","Jail...Crime",60
"246",25,"Associative","Jail...Crime",32
"247",26,"Associative","Jail...Crime",20
"248",27,"Associative","Jail...Crime",50
"249",28,"Associative","Jail...Crime",40
"250",29,"Associative","Jail...Crime",45
"251",30,"Associative","Jail...Crime",75
"252",31,"Associative","Jail...Crime",NA
"253",32,"Associative","Jail...Crime",80
"254",33,"Associative","Jail...Crime",50
"255",34,"Associative","Jail...Crime",100
"256",35,"Associative","Jail...Crime",90
"257",36,"Associative","Jail...Crime",60
"258",37,"Associative","Jail...Crime",98
"259",38,"Associative","Jail...Crime",75
"260",39,"Associative","Jail...Crime",10
"261",40,"Associative","Jail...Crime",75
"262",41,"Associative","Jail...Crime",88
"263",42,"Associative","Jail...Crime",75
"264",43,"Associative","Jail...Crime",78
"265",44,"Associative","Jail...Crime",90
"266",45,"Associative","Jail...Crime",30
"267",46,"Associative","Jail...Crime",80
"268",47,"Associative","Jail...Crime",35
"269",48,"Associative","Jail...Crime",95
"270",49,"Associative","Jail...Crime",60
"271",50,"Associative","Jail...Crime",50
"272",51,"Associative","Jail...Crime",80
"273",52,"Associative","Jail...Crime",70
"274",53,"Associative","Jail...Crime",80
"275",54,"Associative","Jail...Crime",55
"276",55,"Associative","Jail...Crime",50
"277",56,"Associative","Jail...Crime",80
"278",57,"Associative","Jail...Crime",90
"279",58,"Associative","Jail...Crime",58
"280",59,"Associative","Jail...Crime",40
"281",60,"Associative","Jail...Crime",80
"282",61,"Associative","Jail...Crime",54
"283",62,"Associative","Jail...Crime",95
"284",63,"Associative","Jail...Crime",70
"285",64,"Associative","Jail...Crime",30
"286",65,"Associative","Jail...Crime",50
"287",66,"Associative","Jail...Crime",70
"288",67,"Associative","Jail...Crime",50
"289",68,"Associative","Jail...Crime",60
"290",69,"Associative","Jail...Crime",45
"291",70,"Associative","Jail...Crime",85
"292",71,"Associative","Jail...Crime",90
"293",72,"Associative","Jail...Crime",95
"294",73,"Associative","Jail...Crime",30
"295",74,"Associative","Jail...Crime",100
"296",75,"Associative","Jail...Crime",90
"297",76,"Associative","Jail...Crime",50
"298",77,"Associative","Jail...Crime",80
"299",78,"Associative","Jail...Crime",5
"300",79,"Thematic","Jail...Crime",25
"301",80,"Thematic","Jail...Crime",75
"302",81,"Thematic","Jail...Crime",35
"303",82,"Thematic","Jail...Crime",65
"304",83,"Thematic","Jail...Crime",78
"305",84,"Thematic","Jail...Crime",56
"306",85,"Thematic","Jail...Crime",60
"307",86,"Thematic","Jail...Crime",NA
"308",87,"Thematic","Jail...Crime",100
"309",88,"Thematic","Jail...Crime",95
"310",89,"Thematic","Jail...Crime",50
"311",90,"Thematic","Jail...Crime",NA
"312",91,"Thematic","Jail...Crime",85
"313",92,"Thematic","Jail...Crime",100
"314",93,"Thematic","Jail...Crime",66
"315",94,"Thematic","Jail...Crime",100
"316",95,"Thematic","Jail...Crime",20
"317",96,"Thematic","Jail...Crime",75
"318",97,"Thematic","Jail...Crime",90
"319",98,"Thematic","Jail...Crime",75
"320",99,"Thematic","Jail...Crime",NA
"321",100,"Thematic","Jail...Crime",80
"322",101,"Thematic","Jail...Crime",100
"323",102,"Thematic","Jail...Crime",90
"324",103,"Thematic","Jail...Crime",50
"325",104,"Thematic","Jail...Crime",95
"326",105,"Thematic","Jail...Crime",20
"327",106,"Thematic","Jail...Crime",86
"328",107,"Thematic","Jail...Crime",40
"329",108,"Thematic","Jail...Crime",50
"330",109,"Thematic","Jail...Crime",50
"331",110,"Thematic","Jail...Crime",95
"332",111,"Thematic","Jail...Crime",100
"333",112,"Thematic","Jail...Crime",90
"334",113,"Thematic","Jail...Crime",98
"335",114,"Thematic","Jail...Crime",NA
"336",115,"Thematic","Jail...Crime",60
"337",116,"Thematic","Jail...Crime",85
"338",117,"Thematic","Jail...Crime",90
"339",118,"Thematic","Jail...Crime",90
"340",119,"Thematic","Jail...Crime",NA
"341",120,"Thematic","Jail...Crime",10
"342",121,"Thematic","Jail...Crime",70
"343",122,"Thematic","Jail...Crime",75
"344",123,"Thematic","Jail...Crime",50
"345",124,"Thematic","Jail...Crime",90
"346",125,"Thematic","Jail...Crime",90
"347",126,"Thematic","Jail...Crime",70
"348",127,"Thematic","Jail...Crime",90
"349",128,"Thematic","Jail...Crime",100
"350",129,"Thematic","Jail...Crime",100
"351",130,"Thematic","Jail...Crime",90
"352",131,"Thematic","Jail...Crime",100
"353",132,"Thematic","Jail...Crime",85
"354",133,"Thematic","Jail...Crime",95
"355",314,"Thematic","Jail...Crime",87
"356",135,"Thematic","Jail...Crime",95
"357",136,"Thematic","Jail...Crime",70
"358",137,"Thematic","Jail...Crime",100
"359",138,"Thematic","Jail...Crime",100
"360",139,"Thematic","Jail...Crime",43
"361",140,"Thematic","Jail...Crime",80
"362",141,"Thematic","Jail...Crime",75
"363",142,"Thematic","Jail...Crime",70
"364",143,"Thematic","Jail...Crime",100
"365",144,"Thematic","Jail...Crime",NA
"366",145,"Thematic","Jail...Crime",95
"367",146,"Thematic","Jail...Crime",80
"368",147,"Semantic","Jail...Crime",67
"369",148,"Semantic","Jail...Crime",50
"370",149,"Semantic","Jail...Crime",100
"371",150,"Semantic","Jail...Crime",65
"372",151,"Semantic","Jail...Crime",45
"373",152,"Semantic","Jail...Crime",45
"374",153,"Semantic","Jail...Crime",80
"375",154,"Semantic","Jail...Crime",80
"376",155,"Semantic","Jail...Crime",NA
"377",156,"Semantic","Jail...Crime",90
"378",157,"Semantic","Jail...Crime",90
"379",158,"Semantic","Jail...Crime",85
"380",159,"Semantic","Jail...Crime",25
"381",160,"Semantic","Jail...Crime",100
"382",161,"Semantic","Jail...Crime",33
"383",162,"Semantic","Jail...Crime",95
"384",163,"Semantic","Jail...Crime",70
"385",164,"Semantic","Jail...Crime",75
"386",165,"Semantic","Jail...Crime",60
"387",166,"Semantic","Jail...Crime",90
"388",167,"Semantic","Jail...Crime",100
"389",168,"Semantic","Jail...Crime",19
"390",169,"Semantic","Jail...Crime",100
"391",170,"Semantic","Jail...Crime",95
"392",171,"Semantic","Jail...Crime",30
"393",172,"Semantic","Jail...Crime",100
"394",173,"Semantic","Jail...Crime",85
"395",174,"Semantic","Jail...Crime",40
"396",175,"Semantic","Jail...Crime",60
"397",176,"Semantic","Jail...Crime",100
"398",177,"Semantic","Jail...Crime",100
"399",178,"Semantic","Jail...Crime",100
"400",179,"Semantic","Jail...Crime",100
"401",180,"Semantic","Jail...Crime",100
"402",181,"Semantic","Jail...Crime",60
"403",182,"Semantic","Jail...Crime",90
"404",183,"Semantic","Jail...Crime",100
"405",184,"Semantic","Jail...Crime",100
"406",185,"Semantic","Jail...Crime",60
"407",186,"Semantic","Jail...Crime",90
"408",187,"Semantic","Jail...Crime",25
"409",188,"Semantic","Jail...Crime",80
"410",189,"Semantic","Jail...Crime",97
"411",190,"Semantic","Jail...Crime",90
"412",191,"Semantic","Jail...Crime",90
"413",192,"Semantic","Jail...Crime",95
"414",193,"Semantic","Jail...Crime",80
"415",194,"Semantic","Jail...Crime",100
"416",195,"Semantic","Jail...Crime",100
"417",196,"Semantic","Jail...Crime",100
"418",197,"Semantic","Jail...Crime",NA
"419",198,"Semantic","Jail...Crime",80
"420",199,"Semantic","Jail...Crime",60
"421",200,"Semantic","Jail...Crime",95
"422",201,"Semantic","Jail...Crime",95
"423",202,"Semantic","Jail...Crime",50
"424",203,"Semantic","Jail...Crime",100
"425",204,"Semantic","Jail...Crime",2
"426",205,"Semantic","Jail...Crime",100
"427",206,"Semantic","Jail...Crime",90
"428",207,"Semantic","Jail...Crime",80
"429",208,"Semantic","Jail...Crime",70
"430",209,"Semantic","Jail...Crime",65
"431",210,"Semantic","Jail...Crime",100
"432",211,"Semantic","Jail...Crime",85
"433",212,"Semantic","Jail...Crime",40
"434",213,"Semantic","Jail...Crime",38
"435",214,"Semantic","Jail...Crime",100
"436",215,"Semantic","Jail...Crime",95
"437",216,"Semantic","Jail...Crime",100
"438",217,"Semantic","Jail...Crime",95
"439",218,"Semantic","Jail...Crime",80
"440",219,"Semantic","Jail...Crime",60
"441",220,"Semantic","Jail...Crime",100
"442",221,"Semantic","Jail...Crime",60
"443",1,"Associative","Think...Thought",10
"444",2,"Associative","Think...Thought",90
"445",3,"Associative","Think...Thought",35
"446",4,"Associative","Think...Thought",70
"447",5,"Associative","Think...Thought",NA
"448",6,"Associative","Think...Thought",35
"449",7,"Associative","Think...Thought",35
"450",8,"Associative","Think...Thought",40
"451",9,"Associative","Think...Thought",20
"452",10,"Associative","Think...Thought",55
"453",11,"Associative","Think...Thought",100
"454",12,"Associative","Think...Thought",10
"455",13,"Associative","Think...Thought",10
"456",14,"Associative","Think...Thought",18
"457",15,"Associative","Think...Thought",35
"458",16,"Associative","Think...Thought",90
"459",17,"Associative","Think...Thought",20
"460",18,"Associative","Think...Thought",50
"461",19,"Associative","Think...Thought",60
"462",20,"Associative","Think...Thought",80
"463",21,"Associative","Think...Thought",20
"464",22,"Associative","Think...Thought",67
"465",23,"Associative","Think...Thought",65
"466",24,"Associative","Think...Thought",60
"467",25,"Associative","Think...Thought",78
"468",26,"Associative","Think...Thought",45
"469",27,"Associative","Think...Thought",50
"470",28,"Associative","Think...Thought",30
"471",29,"Associative","Think...Thought",45
"472",30,"Associative","Think...Thought",75
"473",31,"Associative","Think...Thought",NA
"474",32,"Associative","Think...Thought",80
"475",33,"Associative","Think...Thought",40
"476",34,"Associative","Think...Thought",75
"477",35,"Associative","Think...Thought",85
"478",36,"Associative","Think...Thought",70
"479",37,"Associative","Think...Thought",90
"480",38,"Associative","Think...Thought",100
"481",39,"Associative","Think...Thought",10
"482",40,"Associative","Think...Thought",10
"483",41,"Associative","Think...Thought",99
"484",42,"Associative","Think...Thought",30
"485",43,"Associative","Think...Thought",68
"486",44,"Associative","Think...Thought",10
"487",45,"Associative","Think...Thought",20
"488",46,"Associative","Think...Thought",80
"489",47,"Associative","Think...Thought",35
"490",48,"Associative","Think...Thought",100
"491",49,"Associative","Think...Thought",40
"492",50,"Associative","Think...Thought",60
"493",51,"Associative","Think...Thought",50
"494",52,"Associative","Think...Thought",80
"495",53,"Associative","Think...Thought",60
"496",54,"Associative","Think...Thought",80
"497",55,"Associative","Think...Thought",40
"498",56,"Associative","Think...Thought",90
"499",57,"Associative","Think...Thought",60
"500",58,"Associative","Think...Thought",88
"501",59,"Associative","Think...Thought",70
"502",60,"Associative","Think...Thought",50
"503",61,"Associative","Think...Thought",25
"504",62,"Associative","Think...Thought",75
"505",63,"Associative","Think...Thought",90
"506",64,"Associative","Think...Thought",80
"507",65,"Associative","Think...Thought",40
"508",66,"Associative","Think...Thought",60
"509",67,"Associative","Think...Thought",40
"510",68,"Associative","Think...Thought",15
"511",69,"Associative","Think...Thought",43
"512",70,"Associative","Think...Thought",70
"513",71,"Associative","Think...Thought",80
"514",72,"Associative","Think...Thought",20
"515",73,"Associative","Think...Thought",10
"516",74,"Associative","Think...Thought",100
"517",75,"Associative","Think...Thought",95
"518",76,"Associative","Think...Thought",65
"519",77,"Associative","Think...Thought",50
"520",78,"Associative","Think...Thought",5
"521",79,"Thematic","Think...Thought",25
"522",80,"Thematic","Think...Thought",100
"523",81,"Thematic","Think...Thought",45
"524",82,"Thematic","Think...Thought",35
"525",83,"Thematic","Think...Thought",70
"526",84,"Thematic","Think...Thought",85
"527",85,"Thematic","Think...Thought",90
"528",86,"Thematic","Think...Thought",NA
"529",87,"Thematic","Think...Thought",80
"530",88,"Thematic","Think...Thought",85
"531",89,"Thematic","Think...Thought",80
"532",90,"Thematic","Think...Thought",NA
"533",91,"Thematic","Think...Thought",95
"534",92,"Thematic","Think...Thought",78
"535",93,"Thematic","Think...Thought",30
"536",94,"Thematic","Think...Thought",50
"537",95,"Thematic","Think...Thought",50
"538",96,"Thematic","Think...Thought",95
"539",97,"Thematic","Think...Thought",90
"540",98,"Thematic","Think...Thought",70
"541",99,"Thematic","Think...Thought",NA
"542",100,"Thematic","Think...Thought",70
"543",101,"Thematic","Think...Thought",95
"544",102,"Thematic","Think...Thought",90
"545",103,"Thematic","Think...Thought",44
"546",104,"Thematic","Think...Thought",76
"547",105,"Thematic","Think...Thought",80
"548",106,"Thematic","Think...Thought",70
"549",107,"Thematic","Think...Thought",55
"550",108,"Thematic","Think...Thought",15
"551",109,"Thematic","Think...Thought",85
"552",110,"Thematic","Think...Thought",90
"553",111,"Thematic","Think...Thought",100
"554",112,"Thematic","Think...Thought",90
"555",113,"Thematic","Think...Thought",85
"556",114,"Thematic","Think...Thought",NA
"557",115,"Thematic","Think...Thought",80
"558",116,"Thematic","Think...Thought",90
"559",117,"Thematic","Think...Thought",90
"560",118,"Thematic","Think...Thought",50
"561",119,"Thematic","Think...Thought",NA
"562",120,"Thematic","Think...Thought",12
"563",121,"Thematic","Think...Thought",100
"564",122,"Thematic","Think...Thought",1100
"565",123,"Thematic","Think...Thought",90
"566",124,"Thematic","Think...Thought",100
"567",125,"Thematic","Think...Thought",80
"568",126,"Thematic","Think...Thought",90
"569",127,"Thematic","Think...Thought",98
"570",128,"Thematic","Think...Thought",100
"571",129,"Thematic","Think...Thought",0
"572",130,"Thematic","Think...Thought",40
"573",131,"Thematic","Think...Thought",100
"574",132,"Thematic","Think...Thought",96
"575",133,"Thematic","Think...Thought",98
"576",314,"Thematic","Think...Thought",97
"577",135,"Thematic","Think...Thought",90
"578",136,"Thematic","Think...Thought",80
"579",137,"Thematic","Think...Thought",80
"580",138,"Thematic","Think...Thought",100
"581",139,"Thematic","Think...Thought",677
"582",140,"Thematic","Think...Thought",90
"583",141,"Thematic","Think...Thought",90
"584",142,"Thematic","Think...Thought",90
"585",143,"Thematic","Think...Thought",100
"586",144,"Thematic","Think...Thought",NA
"587",145,"Thematic","Think...Thought",95
"588",146,"Thematic","Think...Thought",90
"589",147,"Semantic","Think...Thought",35
"590",148,"Semantic","Think...Thought",90
"591",149,"Semantic","Think...Thought",100
"592",150,"Semantic","Think...Thought",70
"593",151,"Semantic","Think...Thought",56
"594",152,"Semantic","Think...Thought",45
"595",153,"Semantic","Think...Thought",20
"596",154,"Semantic","Think...Thought",35
"597",155,"Semantic","Think...Thought",NA
"598",156,"Semantic","Think...Thought",75
"599",157,"Semantic","Think...Thought",100
"600",158,"Semantic","Think...Thought",85
"601",159,"Semantic","Think...Thought",60
"602",160,"Semantic","Think...Thought",100
"603",161,"Semantic","Think...Thought",18
"604",162,"Semantic","Think...Thought",80
"605",163,"Semantic","Think...Thought",60
"606",164,"Semantic","Think...Thought",75
"607",165,"Semantic","Think...Thought",50
"608",166,"Semantic","Think...Thought",100
"609",167,"Semantic","Think...Thought",100
"610",168,"Semantic","Think...Thought",59
"611",169,"Semantic","Think...Thought",100
"612",170,"Semantic","Think...Thought",90
"613",171,"Semantic","Think...Thought",45
"614",172,"Semantic","Think...Thought",100
"615",173,"Semantic","Think...Thought",90
"616",174,"Semantic","Think...Thought",70
"617",175,"Semantic","Think...Thought",90
"618",176,"Semantic","Think...Thought",100
"619",177,"Semantic","Think...Thought",100
"620",178,"Semantic","Think...Thought",100
"621",179,"Semantic","Think...Thought",100
"622",180,"Semantic","Think...Thought",100
"623",181,"Semantic","Think...Thought",95
"624",182,"Semantic","Think...Thought",100
"625",183,"Semantic","Think...Thought",100
"626",184,"Semantic","Think...Thought",50
"627",185,"Semantic","Think...Thought",30
"628",186,"Semantic","Think...Thought",95
"629",187,"Semantic","Think...Thought",100
"630",188,"Semantic","Think...Thought",80
"631",189,"Semantic","Think...Thought",90
"632",190,"Semantic","Think...Thought",NA
"633",191,"Semantic","Think...Thought",70
"634",192,"Semantic","Think...Thought",80
"635",193,"Semantic","Think...Thought",99
"636",194,"Semantic","Think...Thought",100
"637",195,"Semantic","Think...Thought",90
"638",196,"Semantic","Think...Thought",100
"639",197,"Semantic","Think...Thought",NA
"640",198,"Semantic","Think...Thought",70
"641",199,"Semantic","Think...Thought",100
"642",200,"Semantic","Think...Thought",90
"643",201,"Semantic","Think...Thought",50
"644",202,"Semantic","Think...Thought",100
"645",203,"Semantic","Think...Thought",100
"646",204,"Semantic","Think...Thought",89
"647",205,"Semantic","Think...Thought",100
"648",206,"Semantic","Think...Thought",40
"649",207,"Semantic","Think...Thought",90
"650",208,"Semantic","Think...Thought",80
"651",209,"Semantic","Think...Thought",50
"652",210,"Semantic","Think...Thought",100
"653",211,"Semantic","Think...Thought",100
"654",212,"Semantic","Think...Thought",90
"655",213,"Semantic","Think...Thought",95
"656",214,"Semantic","Think...Thought",100
"657",215,"Semantic","Think...Thought",100
"658",216,"Semantic","Think...Thought",100
"659",217,"Semantic","Think...Thought",90
"660",218,"Semantic","Think...Thought",100
"661",219,"Semantic","Think...Thought",100
"662",220,"Semantic","Think...Thought",100
"663",221,"Semantic","Think...Thought",90
"664",1,"Associative","High...School",90
"665",2,"Associative","High...School",90
"666",3,"Associative","High...School",85
"667",4,"Associative","High...School",50
"668",5,"Associative","High...School",NA
"669",6,"Associative","High...School",45
"670",7,"Associative","High...School",55
"671",8,"Associative","High...School",15
"672",9,"Associative","High...School",85
"673",10,"Associative","High...School",78
"674",11,"Associative","High...School",100
"675",12,"Associative","High...School",50
"676",13,"Associative","High...School",70
"677",14,"Associative","High...School",60
"678",15,"Associative","High...School",85
"679",16,"Associative","High...School",25
"680",17,"Associative","High...School",50
"681",18,"Associative","High...School",10
"682",19,"Associative","High...School",30
"683",20,"Associative","High...School",80
"684",21,"Associative","High...School",40
"685",22,"Associative","High...School",78
"686",23,"Associative","High...School",50
"687",24,"Associative","High...School",75
"688",25,"Associative","High...School",38
"689",26,"Associative","High...School",85
"690",27,"Associative","High...School",60
"691",28,"Associative","High...School",1
"692",29,"Associative","High...School",85
"693",30,"Associative","High...School",95
"694",31,"Associative","High...School",NA
"695",32,"Associative","High...School",100
"696",33,"Associative","High...School",90
"697",34,"Associative","High...School",100
"698",35,"Associative","High...School",90
"699",36,"Associative","High...School",100
"700",37,"Associative","High...School",99
"701",38,"Associative","High...School",100
"702",39,"Associative","High...School",25
"703",40,"Associative","High...School",80
"704",41,"Associative","High...School",85
"705",42,"Associative","High...School",90
"706",43,"Associative","High...School",67
"707",44,"Associative","High...School",90
"708",45,"Associative","High...School",80
"709",46,"Associative","High...School",60
"710",47,"Associative","High...School",95
"711",48,"Associative","High...School",89
"712",49,"Associative","High...School",80
"713",50,"Associative","High...School",80
"714",51,"Associative","High...School",20
"715",52,"Associative","High...School",80
"716",53,"Associative","High...School",50
"717",54,"Associative","High...School",95
"718",55,"Associative","High...School",60
